/usr/local/lib/python3.10/dist-packages/torch/nn/modules/rnn.py:123: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.5 and num_layers=1
  warnings.warn(
Loading image features from img_features/ResNet-152-imagenet.tsv
Loading navigation graphs for 61 scans
R2RBatch loaded with 14039 instructions, using splits: train
Loading image features from img_features/ResNet-152-imagenet.tsv
Loading navigation graphs for 56 scans
R2RBatch loaded with 1021 instructions, using splits: val_seen
Loading image features from img_features/ResNet-152-imagenet.tsv
Loading navigation graphs for 11 scans
R2RBatch loaded with 2349 instructions, using splits: val_unseen
Training with sample feedback
37m 21s (- 16m 46s) (13800 69%) train loss: 0.7131, val_seen loss: 0.9042, success_rate: 0.352, val_unseen loss: 1.1001, success_rate: 0.204
37m 37s (- 16m 30s) (13900 69%) train loss: 0.7056, val_seen loss: 0.9026, success_rate: 0.360, val_unseen loss: 1.0945, success_rate: 0.213
37m 52s (- 16m 13s) (14000 70%) train loss: 0.7088, val_seen loss: 0.9128, success_rate: 0.359, val_unseen loss: 1.0907, success_rate: 0.226
38m 7s (- 15m 57s) (14100 70%) train loss: 0.7056, val_seen loss: 0.8971, success_rate: 0.352, val_unseen loss: 1.1021, success_rate: 0.218
38m 23s (- 15m 40s) (14200 71%) train loss: 0.7034, val_seen loss: 0.9007, success_rate: 0.348, val_unseen loss: 1.1033, success_rate: 0.218
38m 39s (- 15m 24s) (14300 71%) train loss: 0.6998, val_seen loss: 0.9019, success_rate: 0.370, val_unseen loss: 1.1149, success_rate: 0.221
38m 54s (- 15m 7s) (14400 72%) train loss: 0.6968, val_seen loss: 0.8841, success_rate: 0.369, val_unseen loss: 1.0882, success_rate: 0.203
39m 10s (- 14m 51s) (14500 72%) train loss: 0.6951, val_seen loss: 0.8987, success_rate: 0.359, val_unseen loss: 1.1033, success_rate: 0.223
39m 26s (- 14m 35s) (14600 73%) train loss: 0.6968, val_seen loss: 0.9056, success_rate: 0.383, val_unseen loss: 1.1056, success_rate: 0.212
39m 42s (- 14m 18s) (14700 73%) train loss: 0.6937, val_seen loss: 0.9103, success_rate: 0.370, val_unseen loss: 1.0914, success_rate: 0.209
39m 57s (- 14m 2s) (14800 74%) train loss: 0.6923, val_seen loss: 0.8901, success_rate: 0.379, val_unseen loss: 1.0933, success_rate: 0.216
40m 12s (- 13m 45s) (14900 74%) train loss: 0.6959, val_seen loss: 0.9183, success_rate: 0.373, val_unseen loss: 1.1266, success_rate: 0.212
40m 28s (- 13m 29s) (15000 75%) train loss: 0.6978, val_seen loss: 0.9134, success_rate: 0.364, val_unseen loss: 1.0967, success_rate: 0.211
40m 43s (- 13m 12s) (15100 75%) train loss: 0.6935, val_seen loss: 0.9158, success_rate: 0.375, val_unseen loss: 1.1228, success_rate: 0.215
40m 58s (- 12m 56s) (15200 76%) train loss: 0.6910, val_seen loss: 0.9059, success_rate: 0.390, val_unseen loss: 1.1257, success_rate: 0.203
41m 14s (- 12m 40s) (15300 76%) train loss: 0.6910, val_seen loss: 0.9118, success_rate: 0.365, val_unseen loss: 1.1135, success_rate: 0.210
41m 29s (- 12m 23s) (15400 77%) train loss: 0.6881, val_seen loss: 0.9091, success_rate: 0.359, val_unseen loss: 1.1299, success_rate: 0.201
41m 44s (- 12m 7s) (15500 77%) train loss: 0.6854, val_seen loss: 0.9252, success_rate: 0.353, val_unseen loss: 1.1228, success_rate: 0.207
41m 59s (- 11m 50s) (15600 78%) train loss: 0.6853, val_seen loss: 0.9210, success_rate: 0.363, val_unseen loss: 1.1581, success_rate: 0.206
42m 15s (- 11m 34s) (15700 78%) train loss: 0.6853, val_seen loss: 0.9126, success_rate: 0.371, val_unseen loss: 1.1251, success_rate: 0.206
42m 30s (- 11m 18s) (15800 79%) train loss: 0.6845, val_seen loss: 0.9394, success_rate: 0.344, val_unseen loss: 1.1315, success_rate: 0.212
42m 46s (- 11m 1s) (15900 79%) train loss: 0.6841, val_seen loss: 0.9170, success_rate: 0.375, val_unseen loss: 1.1601, success_rate: 0.212
43m 1s (- 10m 45s) (16000 80%) train loss: 0.6785, val_seen loss: 0.9164, success_rate: 0.370, val_unseen loss: 1.1321, success_rate: 0.212
